,file,size(byte),size(B),size(MB),size(GB),atime,mtime,ctime
429,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_ffc_1\ffc.pyw,6580,822.5,102.81,12.852,2022-08-20 19:06:01,2022-08-05 21:11:31,2022-08-05 21:11:31
430,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\src\.gitignore,6569,821.1,102.64,12.83,2022-08-20 19:06:01,2022-07-24 13:49:23,2022-07-29 18:57:18
431,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\src\ffc.pyw,6580,822.5,102.81,12.852,2022-08-20 19:06:01,2022-07-24 11:30:38,2022-08-05 18:54:00
432,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\gui.py,47871,5983.9,747.98,93.498,2022-08-30 01:41:39,2022-08-30 01:41:37,2022-08-26 19:38:51
433,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\lfb.py,16448,2056.0,257.0,32.125,2022-08-30 00:38:08,2022-08-28 11:57:30,2022-07-24 13:55:31
434,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\lfb_lib.py,37733,4716.6,589.58,73.697,2022-08-30 00:44:15,2022-08-19 19:43:28,2022-07-31 19:02:32
435,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\all_accessible_files_CD.txt,202530910,25316363.8,3164545.47,395568.184,2022-08-20 19:06:19,2022-07-31 01:13:24,2022-07-31 20:01:15
436,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\all_accessible_files_EF.txt,385051117,48131389.6,6016423.7,752052.963,2022-08-20 19:06:39,2022-07-31 01:00:07,2022-07-31 20:01:15
437,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\all_accessible_files_log.txt,38777,4847.1,605.89,75.736,2022-08-20 19:06:39,2022-07-30 17:29:35,2022-07-31 20:01:15
438,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_1.txt,360,45.0,5.62,0.703,2022-08-20 19:06:39,2022-07-31 20:01:08,2022-07-31 20:01:08
439,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_10.txt,350,43.8,5.47,0.684,2022-08-20 19:06:39,2022-07-31 16:25:51,2022-07-31 20:01:15
440,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_11.txt,348,43.5,5.44,0.68,2022-08-20 19:06:39,2022-07-31 16:26:03,2022-07-31 20:01:15
441,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_12.txt,352,44.0,5.5,0.688,2022-08-20 19:06:39,2022-07-31 16:26:33,2022-07-31 20:01:15
442,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_13.txt,348,43.5,5.44,0.68,2022-08-20 19:06:39,2022-07-31 16:27:26,2022-07-31 20:01:15
443,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_14.txt,351,43.9,5.48,0.686,2022-08-20 19:06:39,2022-07-31 16:27:28,2022-07-31 20:01:15
444,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_15.txt,348,43.5,5.44,0.68,2022-08-20 19:06:39,2022-07-31 16:27:29,2022-07-31 20:01:15
445,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_16.txt,351,43.9,5.48,0.686,2022-08-20 19:06:39,2022-07-31 16:27:31,2022-07-31 20:01:15
446,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_17.txt,348,43.5,5.44,0.68,2022-08-20 19:06:40,2022-07-31 16:27:33,2022-07-31 20:01:15
447,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_18.txt,350,43.8,5.47,0.684,2022-08-20 19:06:40,2022-07-31 16:27:34,2022-07-31 20:01:15
448,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_19.txt,348,43.5,5.44,0.68,2022-08-20 19:06:40,2022-07-31 16:27:36,2022-07-31 20:01:15
449,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_2.txt,350,43.8,5.47,0.684,2022-08-20 19:06:40,2022-07-31 14:17:21,2022-07-31 20:01:15
450,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_20.txt,350,43.8,5.47,0.684,2022-08-20 19:06:40,2022-07-31 16:27:37,2022-07-31 20:01:15
451,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_21.txt,348,43.5,5.44,0.68,2022-08-20 19:06:40,2022-07-31 16:27:39,2022-07-31 20:01:15
452,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_22.txt,351,43.9,5.48,0.686,2022-08-20 19:06:40,2022-07-31 16:27:42,2022-07-31 20:01:15
453,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_23.txt,348,43.5,5.44,0.68,2022-08-20 19:06:40,2022-07-31 16:27:44,2022-07-31 20:01:15
454,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_24.txt,518,64.8,8.09,1.012,2022-08-20 19:06:40,2022-07-31 18:27:12,2022-07-31 20:01:15
455,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_25.txt,515,64.4,8.05,1.006,2022-08-20 19:06:40,2022-07-31 18:27:19,2022-07-31 20:01:15
456,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_26.txt,519,64.9,8.11,1.014,2022-08-20 19:06:40,2022-07-31 18:27:44,2022-07-31 20:01:15
457,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_27.txt,516,64.5,8.06,1.008,2022-08-20 19:06:40,2022-07-31 18:29:28,2022-07-31 20:01:15
458,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_28.txt,333,41.6,5.2,0.65,2022-08-20 19:06:41,2022-07-31 18:39:38,2022-07-31 20:01:15
459,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_29.txt,405,50.6,6.33,0.791,2022-08-20 19:06:41,2022-07-31 18:41:32,2022-07-31 20:01:15
460,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_3.txt,351,43.9,5.48,0.686,2022-08-20 19:06:41,2022-07-31 15:37:22,2022-07-31 20:01:15
461,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_30.txt,410,51.2,6.41,0.801,2022-08-20 19:06:41,2022-07-31 18:58:07,2022-07-31 20:01:15
462,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_31.txt,596,74.5,9.31,1.164,2022-08-20 19:06:41,2022-07-31 18:58:22,2022-07-31 20:01:15
463,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_32.txt,525,65.6,8.2,1.025,2022-08-20 19:06:41,2022-07-31 19:00:40,2022-07-31 20:01:15
464,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_33.txt,522,65.2,8.16,1.02,2022-08-20 19:06:41,2022-07-31 19:18:20,2022-07-31 20:01:15
465,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_34.txt,523,65.4,8.17,1.021,2022-08-20 19:06:41,2022-07-31 19:26:39,2022-07-31 20:01:15
466,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_35.txt,522,65.2,8.16,1.02,2022-08-20 19:06:41,2022-07-31 19:32:13,2022-07-31 20:01:15
467,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_36.txt,803,100.4,12.55,1.568,2022-08-20 19:06:41,2022-07-31 19:35:52,2022-07-31 20:01:15
468,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_37.txt,7287,910.9,113.86,14.232,2022-08-20 19:06:41,2022-07-31 19:41:52,2022-07-31 20:01:15
469,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_38.txt,7055,881.9,110.23,13.779,2022-08-20 19:06:41,2022-07-31 19:44:01,2022-07-31 20:01:15
470,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_39.txt,6895,861.9,107.73,13.467,2022-08-20 19:06:42,2022-07-31 20:02:50,2022-07-31 20:02:50
471,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_4.txt,349,43.6,5.45,0.682,2022-08-20 19:06:42,2022-07-31 15:45:50,2022-07-31 20:01:15
472,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_40.txt,7069,883.6,110.45,13.807,2022-08-20 19:06:42,2022-07-31 20:02:52,2022-07-31 20:02:52
473,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_41.txt,7069,883.6,110.45,13.807,2022-08-20 19:06:42,2022-07-31 20:02:52,2022-07-31 20:02:52
474,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_42.txt,7221,902.6,112.83,14.104,2022-08-20 19:06:42,2022-07-31 20:03:53,2022-07-31 20:03:53
475,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_43.txt,7904,988.0,123.5,15.438,2022-08-20 19:06:42,2022-07-31 20:06:16,2022-07-31 20:06:16
476,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_44.txt,8105,1013.1,126.64,15.83,2022-08-20 19:06:42,2022-07-31 20:07:01,2022-07-31 20:07:01
477,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_45.txt,8272,1034.0,129.25,16.156,2022-08-20 19:06:42,2022-07-31 20:10:26,2022-07-31 20:10:26
478,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_46.txt,8392,1049.0,131.12,16.391,2022-08-20 19:06:43,2022-07-31 20:10:51,2022-07-31 20:10:51
479,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_47.txt,8561,1070.1,133.77,16.721,2022-08-20 19:06:43,2022-07-31 20:25:35,2022-07-31 20:25:35
480,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_5.txt,350,43.8,5.47,0.684,2022-08-20 19:06:43,2022-07-31 15:46:12,2022-07-31 20:01:15
481,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_6.txt,348,43.5,5.44,0.68,2022-08-20 19:06:43,2022-07-31 15:46:15,2022-07-31 20:01:15
482,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_7.txt,350,43.8,5.47,0.684,2022-08-20 19:06:43,2022-07-31 15:46:17,2022-07-31 20:01:15
483,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_8.txt,348,43.5,5.44,0.68,2022-08-20 19:06:43,2022-07-31 15:46:18,2022-07-31 20:01:15
484,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-07-31_9.txt,351,43.9,5.48,0.686,2022-08-20 19:06:43,2022-07-31 15:46:21,2022-07-31 20:01:15
485,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_48.txt,9076,1134.5,141.81,17.727,2022-08-20 19:06:43,2022-08-02 14:49:19,2022-08-02 14:49:19
486,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_49.txt,9778,1222.2,152.78,19.098,2022-08-20 19:06:43,2022-08-02 14:50:13,2022-08-02 14:50:13
487,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_50.txt,532,66.5,8.31,1.039,2022-08-20 19:06:43,2022-08-02 16:17:11,2022-08-02 16:17:11
488,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_51.txt,532,66.5,8.31,1.039,2022-08-20 19:06:43,2022-08-02 16:20:53,2022-08-02 16:20:53
489,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_52.txt,994,124.2,15.53,1.941,2022-08-20 19:06:43,2022-08-02 16:24:01,2022-08-02 16:24:01
490,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_53.txt,260,32.5,4.06,0.508,2022-08-20 19:06:43,2022-08-02 16:25:27,2022-08-02 16:25:27
491,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_54.txt,531,66.4,8.3,1.037,2022-08-20 19:06:43,2022-08-02 16:30:24,2022-08-02 16:30:24
492,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_55.txt,531,66.4,8.3,1.037,2022-08-20 19:06:44,2022-08-02 17:24:03,2022-08-02 17:24:03
493,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_56.txt,994,124.2,15.53,1.941,2022-08-20 19:06:44,2022-08-02 17:34:24,2022-08-02 17:34:24
494,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_57.txt,529,66.1,8.27,1.033,2022-08-20 19:06:44,2022-08-02 17:37:11,2022-08-02 17:37:11
495,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_58.txt,529,66.1,8.27,1.033,2022-08-20 19:06:44,2022-08-02 17:48:14,2022-08-02 17:48:14
496,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_59.txt,441,55.1,6.89,0.861,2022-08-20 19:06:44,2022-08-02 17:52:15,2022-08-02 17:52:15
497,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_60.txt,1016,127.0,15.88,1.984,2022-08-20 19:06:44,2022-08-02 17:54:36,2022-08-02 17:54:36
498,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_61.txt,1090,136.2,17.03,2.129,2022-08-20 19:06:44,2022-08-02 17:57:49,2022-08-02 17:57:49
499,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_62.txt,1089,136.1,17.02,2.127,2022-08-20 19:06:44,2022-08-02 17:58:34,2022-08-02 17:58:34
500,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_63.txt,983,122.9,15.36,1.92,2022-08-20 19:06:44,2022-08-02 18:00:04,2022-08-02 18:00:04
501,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_64.txt,252,31.5,3.94,0.492,2022-08-20 19:06:44,2022-08-02 18:11:07,2022-08-02 18:11:07
502,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_65.txt,257,32.1,4.02,0.502,2022-08-20 19:06:44,2022-08-02 18:11:36,2022-08-02 18:11:36
503,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-02_66.txt,257,32.1,4.02,0.502,2022-08-20 19:06:44,2022-08-02 18:14:36,2022-08-02 18:14:36
504,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_67.txt,260,32.5,4.06,0.508,2022-08-20 19:06:44,2022-08-05 18:33:51,2022-08-05 18:33:51
505,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_68.txt,294,36.8,4.59,0.574,2022-08-20 19:06:44,2022-08-05 18:56:14,2022-08-05 18:56:14
506,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_69.txt,264,33.0,4.12,0.516,2022-08-20 19:06:44,2022-08-05 18:56:42,2022-08-05 18:56:42
507,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_70.txt,265,33.1,4.14,0.518,2022-08-20 19:06:44,2022-08-05 18:56:55,2022-08-05 18:56:55
508,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_71.txt,265,33.1,4.14,0.518,2022-08-20 19:06:44,2022-08-05 18:59:43,2022-08-05 18:59:43
509,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_72.txt,1142,142.8,17.84,2.23,2022-08-20 19:06:44,2022-08-05 19:00:19,2022-08-05 19:00:19
510,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_73.txt,1015,126.9,15.86,1.982,2022-08-20 19:06:44,2022-08-05 19:00:31,2022-08-05 19:00:31
511,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_74.txt,80,10.0,1.25,0.156,2022-08-20 19:06:44,2022-08-05 20:02:12,2022-08-05 20:02:12
512,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_75.txt,78,9.8,1.22,0.152,2022-08-20 19:06:45,2022-08-05 20:03:12,2022-08-05 20:03:12
513,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_76.txt,79,9.9,1.23,0.154,2022-08-20 19:06:45,2022-08-05 20:09:49,2022-08-05 20:09:49
514,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_77.txt,25112,3139.0,392.38,49.047,2022-08-20 19:06:45,2022-08-05 20:33:05,2022-08-05 20:33:05
515,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_78.txt,22087,2760.9,345.11,43.139,2022-08-20 19:06:45,2022-08-05 20:53:33,2022-08-05 20:53:33
516,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_79.txt,22087,2760.9,345.11,43.139,2022-08-20 19:06:45,2022-08-05 20:55:02,2022-08-05 20:55:02
517,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_80.txt,40063,5007.9,625.98,78.248,2022-08-20 19:06:45,2022-08-05 20:56:32,2022-08-05 20:56:32
518,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_81.txt,293,36.6,4.58,0.572,2022-08-20 19:06:45,2022-08-05 21:00:30,2022-08-05 21:00:30
519,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_82.txt,286,35.8,4.47,0.559,2022-08-20 19:06:45,2022-08-05 21:00:50,2022-08-05 21:00:50
520,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_83.txt,286,35.8,4.47,0.559,2022-08-20 19:06:45,2022-08-05 21:03:03,2022-08-05 21:03:03
521,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_84.txt,282,35.2,4.41,0.551,2022-08-20 19:06:45,2022-08-05 21:04:15,2022-08-05 21:04:15
522,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_85.txt,273,34.1,4.27,0.533,2022-08-20 19:06:45,2022-08-05 21:06:04,2022-08-05 21:06:04
523,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_86.txt,291,36.4,4.55,0.568,2022-08-20 19:06:45,2022-08-05 21:06:24,2022-08-05 21:06:24
524,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_87.txt,260,32.5,4.06,0.508,2022-08-20 19:06:45,2022-08-05 21:10:41,2022-08-05 21:10:41
525,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-05_88.txt,474,59.2,7.41,0.926,2022-08-20 19:06:46,2022-08-05 21:11:31,2022-08-05 21:11:31
526,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-06_89.txt,1540,192.5,24.06,3.008,2022-08-20 19:06:46,2022-08-06 00:05:43,2022-08-06 00:05:43
527,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-06_90.txt,2091,261.4,32.67,4.084,2022-08-20 19:06:46,2022-08-06 00:10:33,2022-08-06 00:10:33
528,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-06_91.txt,2232,279.0,34.88,4.359,2022-08-20 19:06:46,2022-08-06 00:19:57,2022-08-06 00:19:57
529,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-06_92.txt,2267,283.4,35.42,4.428,2022-08-20 19:06:46,2022-08-06 00:24:55,2022-08-06 00:24:55
530,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-06_93.txt,2296,287.0,35.88,4.484,2022-08-20 19:06:46,2022-08-06 00:31:49,2022-08-06 00:31:49
531,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_100.txt,80,10.0,1.25,0.156,2022-08-20 19:06:46,2022-08-12 20:47:52,2022-08-12 20:47:52
532,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_101.txt,79,9.9,1.23,0.154,2022-08-20 19:06:46,2022-08-12 20:58:13,2022-08-12 20:58:13
533,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_102.txt,78,9.8,1.22,0.152,2022-08-20 19:06:46,2022-08-12 21:00:03,2022-08-12 21:00:03
534,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_103.txt,79,9.9,1.23,0.154,2022-08-20 19:06:47,2022-08-12 21:00:53,2022-08-12 21:00:53
535,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_104.txt,19495,2436.9,304.61,38.076,2022-08-20 19:06:47,2022-08-12 21:03:29,2022-08-12 21:03:29
536,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_105.txt,19494,2436.8,304.59,38.074,2022-08-20 19:06:47,2022-08-12 21:05:53,2022-08-12 21:05:53
537,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_94.txt,78,9.8,1.22,0.152,2022-08-20 19:06:47,2022-08-12 18:48:47,2022-08-12 18:48:47
538,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_95.txt,78,9.8,1.22,0.152,2022-08-20 19:06:47,2022-08-12 20:41:14,2022-08-12 20:41:14
539,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_96.txt,81,10.1,1.27,0.158,2022-08-20 19:06:47,2022-08-12 20:42:02,2022-08-12 20:42:02
540,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_97.txt,79,9.9,1.23,0.154,2022-08-20 19:06:48,2022-08-12 20:43:03,2022-08-12 20:43:03
541,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_98.txt,77,9.6,1.2,0.15,2022-08-20 19:06:48,2022-08-12 20:44:56,2022-08-12 20:44:56
542,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-12_99.txt,77,9.6,1.2,0.15,2022-08-20 19:06:48,2022-08-12 20:45:57,2022-08-12 20:45:57
543,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-13_106.txt,233,29.1,3.64,0.455,2022-08-20 19:06:48,2022-08-13 17:57:34,2022-08-13 17:57:34
544,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-13_107.txt,234,29.2,3.66,0.457,2022-08-20 19:06:48,2022-08-13 18:01:04,2022-08-13 18:01:04
545,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_108.txt,21132,2641.5,330.19,41.273,2022-08-20 19:06:48,2022-08-14 11:15:49,2022-08-14 11:15:49
546,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_109.txt,20800,2600.0,325.0,40.625,2022-08-20 19:06:48,2022-08-14 12:33:59,2022-08-14 12:33:59
547,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_110.txt,20973,2621.6,327.7,40.963,2022-08-20 19:06:48,2022-08-14 12:34:33,2022-08-14 12:34:33
548,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_111.txt,21146,2643.2,330.41,41.301,2022-08-20 19:06:49,2022-08-14 14:06:36,2022-08-14 14:06:36
549,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_112.txt,22013,2751.6,343.95,42.994,2022-08-20 19:06:49,2022-08-14 14:08:56,2022-08-14 14:08:56
